pair_id,condition,vision_gap,projector_gap,hidden_gap,action_gap,chunk_max_l2,first_action_l2,translation_gap,rotation_gap,gripper_gap
episode_000002_000037,C5_sim_zoom_in_1p05,106.99870278991185,12.26350628929571,284.64574482560687,0.002795874812868394,0.005659235043742981,0.003849807259241985,0.0038470628490831003,0.0001453388059566341,0.0
episode_000002_000038,C5_sim_zoom_in_1p05,107.39140022795473,12.322868699083363,286.1221796448874,0.002873206434911189,0.0056873630636214536,0.003827196765669177,0.0038244361302853143,0.0001453388059566341,0.0
episode_000002_000039,C5_sim_zoom_in_1p05,107.1730419752038,12.35892627722399,287.00145686714217,0.002853642593503286,0.0056241276388293345,0.0034468122866905173,0.0034452975364042803,0.0001021754634308593,0.0
episode_000002_000040,C5_sim_zoom_in_1p05,110.62625742940732,13.020017356830621,284.27131952044897,0.002887335380460292,0.0056656908792996445,0.002836050184140294,0.0028351724688213454,7.055295174315144e-05,0.0
episode_000002_000041,C5_sim_zoom_in_1p05,103.12540831651212,12.408426568971567,270.87369764556297,0.0032115161140327765,0.004069428262067912,0.004002034002013203,0.000864318960478424,0.0001021754634308593,0.00390625
episode_000002_000042,C5_sim_zoom_in_1p05,99.78626560519415,11.843937011704151,260.6582654858385,0.0023297866928127715,0.004025076625899517,0.00010832211286102024,6.671485365211472e-05,8.533937213767466e-05,0.0
episode_000002_000043,C5_sim_zoom_in_1p05,90.82050825980495,10.5101657012658,266.811168264412,0.0026038035586236994,0.0034193139902201916,0.002674763706216338,0.0026624829780038948,0.00025601811641302397,0.0
episode_000002_000044,C5_sim_zoom_in_1p05,85.43135822076806,10.283651145334956,254.68550948058754,0.0033634727114816567,0.004623897749808235,0.004228977857381255,0.0042189341990461985,0.00029128670127446545,0.0
episode_000002_000045,C5_sim_zoom_in_1p05,83.9942597137648,10.48712971588146,252.25009496511888,0.00285138489541347,0.004392363375961303,0.004392363375961303,0.004379632626127057,0.00033417672966499156,0.0
episode_000002_000046,C5_sim_zoom_in_1p05,84.74117131384143,10.645748859374299,254.74733945458243,0.0029331150635617553,0.004472792160261484,0.004472792160261484,0.004460290979549093,0.00033417672966499156,0.0
episode_000003_000000,C5_sim_zoom_in_1p05,65.78514924062475,7.886020395791485,296.05851442252305,0.7832941851384764,0.9233235468529488,0.5325649831748279,0.004671940028878846,0.01653927633572536,0.53228759765625
episode_000003_000001,C5_sim_zoom_in_1p05,65.7104652459281,7.729704715918964,296.5567622520681,0.788491157778039,0.9277190752032126,0.5410445698960634,0.004642291388895245,0.016549242627261825,0.540771484375
episode_000003_000002,C5_sim_zoom_in_1p05,66.3670360040157,7.755721621110244,299.3893637476044,0.7941612042136973,0.9334746679598523,0.549175633173954,0.004837228973807614,0.017063620683629304,0.54888916015625
episode_000003_000003,C5_sim_zoom_in_1p05,66.04506598319271,7.6517018727025885,293.0917004838505,0.7921450292061605,0.9278368108548253,0.5488487780619452,0.004610364034753522,0.016411514579926578,0.548583984375
episode_000003_000004,C5_sim_zoom_in_1p05,67.6158533129015,8.226966929798571,309.8100378725678,0.823098031680902,0.9329971736987167,0.5960430189295297,0.005031506321635762,0.01752226675065746,0.59576416015625
episode_000003_000005,C5_sim_zoom_in_1p05,65.81160433988202,7.6047811053964995,290.277260302265,0.8544496411166801,0.9257068384913718,0.6483533760738198,0.005247140787885583,0.016095281379125807,0.64813232421875
episode_000003_000006,C5_sim_zoom_in_1p05,65.77560327450702,7.712818233590328,294.9007386522829,0.8698542583644201,0.9531208463147738,0.6543118416386187,0.005817601782370149,0.017468894487293486,0.654052734375
episode_000003_000007,C5_sim_zoom_in_1p05,67.10113006364202,8.635364214413526,265.1289079221343,0.8722285365565646,0.9358501786586743,0.716299541368793,0.003952597108432968,0.00767103315950787,0.71624755859375
episode_000003_000008,C5_sim_zoom_in_1p05,66.86900387657187,8.581560777762576,267.25233115894434,0.9167220986551843,0.9545269128568773,0.8297529496345332,0.0054377987170534155,0.011823996888022333,0.82965087890625
