episode_id,token_index,count,token_delta_norm_mean,token_delta_norm_p50,token_delta_norm_p90,token_norm_fraction_mean,token_norm_fraction_p50,token_norm_fraction_p90,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,action_gap_reduction_mean,action_gap_reduction_p50,action_gap_reduction_p90,action_gap_reduction_ratio_mean,action_gap_reduction_ratio_p50,action_gap_reduction_ratio_p90,repr_gap_reduction_ratio_mean,repr_gap_reduction_ratio_p50,repr_gap_reduction_ratio_p90,improved_count,worsened_count
episode_000001,22,46,32.00741579497147,31.91972449632377,37.32520537220395,0.11776905779330345,0.11759341851168034,0.13463476893732376,0.30958432204000014,0.39946178397796833,0.694376713114543,0.4254966921430917,0.6122023672387225,0.8741044501821946,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.0061953259015048775,0.0033393459440380913,0.017939669322206753,0.012278830671543717,0.012023503356945915,0.040209192132294555,0.007035412848631024,0.006938774449335104,0.00910479689669011,36,10
episode_000001,23,46,32.911789202306934,33.65697874989936,37.634910417695366,0.1212361509329309,0.1225397845439598,0.13409424743984927,0.30928234457490306,0.39575627647219536,0.6947226080906885,0.4254966921430917,0.6122023672387225,0.8741044501821946,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.006497303366601992,0.00334028032950065,0.02044971349243624,0.01157963171875319,0.011144818977776085,0.04808490651780212,0.0074347883784588896,0.007536709051040731,0.009031426270584434,36,10
episode_000001,24,46,34.67308477153112,35.1427441047746,38.460865147496676,0.12806193256447967,0.1289659031287188,0.13763138868965802,0.30884004351824634,0.39189989723548946,0.6944423041209296,0.42549669214421887,0.6122023672387225,0.874104450195663,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.006939604423258678,0.0035210651588569175,0.022121940314383803,0.013069488351927812,0.011889623503520068,0.05232775827698033,0.008259764323021395,0.008350972989540136,0.009516521307880114,36,10
episode_000001,25,46,36.079895400510196,36.362234269295314,39.37086924750871,0.13357504481744045,0.13260643244464368,0.14076678978364582,0.3085274803373092,0.3889858204426413,0.6939176328185335,0.42549669213586205,0.6122023672351128,0.8741044501821946,0.003958902175055311,0.004071465305141873,0.005302732392491466,0.004934546698240099,0.002887160369249203,0.010822554889396891,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.007252167604195787,0.0033979231258497444,0.022963805797201475,0.015359036174083187,0.013197902998574686,0.06008780666584484,0.008972916511188301,0.008831228271236714,0.009957355649747087,37,9
episode_000001,26,46,36.669568340358566,36.75986322006379,39.21459461873747,0.13591173061810577,0.13667653753251874,0.1415481458349365,0.3095059705476729,0.39318296802044767,0.6959992394995616,0.4254966921430917,0.6122023672387225,0.8741044501821946,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.0062736773938321,0.0027264557552289514,0.02048938082411461,0.014173258658295038,0.011634216151885047,0.054663793131801315,0.00929388812539515,0.009384271259788992,0.010068637920828348,37,9
episode_000001,27,46,36.60813977989849,36.96594555438419,38.925038055836396,0.13570887851528182,0.13694183241892308,0.1432290657950667,0.3095068601914747,0.395359600670116,0.6944509298796127,0.4254966921430917,0.6122023672387225,0.8741044501821946,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.00627278775003028,0.002673981961807237,0.020311816984474346,0.013593765088959722,0.011639017052790829,0.05006156490645342,0.00926646345905478,0.00942091016764947,0.010310443142180263,37,9
episode_000001,28,46,36.14444839986664,36.51192258149811,37.86731480596806,0.13407717613682782,0.13358835774084787,0.14419587388707353,0.3107930424541168,0.4013147775250159,0.6954954944780593,0.41223460739288226,0.6122023672387225,0.8538378756646099,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.004986605487388146,0.00131312643494097,0.015404697529039363,0.007773889496141403,0.007010884810560985,0.03433323614484005,0.009055004294138308,0.008963094676896693,0.01045086104798189,36,10
episode_000001,29,46,35.089006446000774,35.04103548958038,37.57764889684818,0.13017613909570636,0.13008868884356653,0.13882866631524993,0.3109050557547124,0.4016524096541526,0.6967882950486162,0.4124609410258577,0.6122023672387225,0.8538378757039913,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.004874592186792585,0.0014096327420625443,0.01491771922193405,0.007821794004629816,0.007900118554994905,0.035311229786801596,0.008534620240489293,0.008497639651910305,0.00968360995941834,36,10
episode_000001,30,46,34.54158220496286,34.29630137715813,37.94256407579678,0.12830381957076248,0.12906648202671467,0.13906939327601603,0.3106403134634225,0.39558585349982,0.698187860837823,0.40964345206411973,0.599784709784019,0.8538378757039913,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.005139334478082435,0.0011195807343903352,0.018064436802066097,0.007161157372569033,0.006223423977155192,0.044369953030263455,0.008307035880025956,0.008364064105794714,0.00971737206411111,36,10
episode_000001,31,46,34.973686575822136,34.63254603679802,38.50176267614805,0.13026481423741373,0.13005578615775604,0.14933854664395316,0.31042499226283077,0.392725240687252,0.6975304820429314,0.40837098587507986,0.5854816457211792,0.8538378757039913,0.003958902014368215,0.004071466018385627,0.005302733139662313,0.0049345465297964105,0.0028871595957978237,0.010822555463310325,0.2600050377457038,0.19497516751289368,0.6084723174571991,0.0053546556786742625,0.0012838717701776914,0.01759269931756452,0.007533991679597028,0.006626789889137992,0.048118383445738586,0.008611636538178865,0.008493363386346056,0.011213941072115631,36,10
