variant,frame,episode_id,progress,planner_phase,total_energy,sensitive_energy,null_energy,sensitive_ratio
original_P0_raw,episode_000001_000036,episode_000001,36,grasp_close,281.69790812376397,66.56557323470538,273.7201781039162,0.23630126924996475
original_P0_raw,episode_000001_000037,episode_000001,37,grasp_close,281.8898415463718,67.03437977598057,273.8033504088075,0.2378034604164804
original_P0_raw,episode_000001_000038,episode_000001,38,lift,283.92280040047194,66.47581134154028,276.03101835433307,0.23413340262837792
original_P0_raw,episode_000001_000039,episode_000001,39,lift,272.8963032332748,57.086124149081456,266.8587018405492,0.20918613947028664
original_P0_raw,episode_000001_000040,episode_000001,40,lift,261.8726758414069,45.96788511174623,257.8066172360435,0.1755352480515566
original_P0_raw,episode_000001_000041,episode_000001,41,lift,264.94220119813923,38.35459978849331,262.15128199339364,0.14476591352771884
original_P0_raw,episode_000001_000042,episode_000001,42,lift,262.3541383687168,40.98118132087987,259.1336271052774,0.1562055837033691
original_P0_raw,episode_000001_000043,episode_000001,43,lift,272.07894148604777,47.462511032143006,267.907186254292,0.17444389768980664
original_P0_raw,episode_000001_000044,episode_000001,44,lift,277.66521631351446,52.52803368372479,272.651385523258,0.18917758004090396
original_P0_raw,episode_000001_000045,episode_000001,45,lift,280.0322129887942,53.230395670590596,274.92647251247695,0.19008668717952343
original_P0_raw,episode_000002_000000,episode_000002,0,hold,335.4866264773581,101.92454450752537,319.6289470184011,0.3038110507645056
original_P0_raw,episode_000002_000001,episode_000002,1,hold,338.1605175101137,103.83265091901679,321.8249775978203,0.30705137218129364
original_P0_raw,episode_000002_000002,episode_000002,2,alignment,338.10476814370156,104.57391093016219,321.5262530405203,0.30929439860994834
original_P0_raw,episode_000002_000003,episode_000002,3,alignment,337.4926671516529,103.55991577757581,321.2112143516751,0.30685086183232835
original_P0_raw,episode_000002_000004,episode_000002,4,alignment,339.37872840464456,100.01547654154004,324.30668470711817,0.2947016656338302
original_P0_raw,episode_000002_000005,episode_000002,5,alignment,287.64090376255365,82.23378584127113,275.6354367340139,0.2858904445285528
original_P0_raw,episode_000002_000006,episode_000002,6,alignment,255.4138945142404,69.00256255455066,245.91645709841555,0.2701597839294662
original_P0_raw,episode_000002_000007,episode_000002,7,alignment,253.03550390137912,77.86122156669347,240.75837765437595,0.3077086826402036
original_P0_raw,episode_000002_000008,episode_000002,8,alignment,240.84126382900075,68.65388506984687,230.84877826743335,0.2850586480836261
original_P0_raw,episode_000002_000009,episode_000002,9,alignment,221.4001693646104,56.04671085807014,214.18870464305547,0.2531466485274916
original_P0_raw,episode_000002_000010,episode_000002,10,alignment,225.1786259633096,56.45676488366309,217.9863465669235,0.2507199102141342
original_P0_raw,episode_000002_000011,episode_000002,11,alignment,218.85345915799596,60.967269042073646,210.1899823754025,0.27857576150103164
original_P0_raw,episode_000002_000012,episode_000002,12,alignment,247.58710707085845,84.7353374462133,232.6355479620281,0.34224454758042944
original_P0_raw,episode_000002_000013,episode_000002,13,alignment,236.71103220851887,76.6563033798938,223.9551828410143,0.3238391665343558
original_P0_raw,episode_000002_000014,episode_000002,14,alignment,270.6993990364666,83.20430856938394,257.5950459038274,0.3073679101820809
original_P0_raw,episode_000002_000015,episode_000002,15,alignment,295.0094304564185,87.81327497355976,281.63698762172277,0.29766260298086417
original_P0_raw,episode_000002_000016,episode_000002,16,alignment,294.88712651341945,66.23623325893634,287.3520119766159,0.22461554711484538
original_P0_raw,episode_000002_000017,episode_000002,17,alignment,280.5148636198154,45.37643586601125,276.820461273623,0.16176125314881848
original_P0_raw,episode_000002_000018,episode_000002,18,alignment,259.27090553431685,27.940854921999154,257.7609572507296,0.10776702794483406
original_P0_raw,episode_000002_000019,episode_000002,19,alignment,251.25245586298377,27.99025900915069,249.68848987845087,0.11140292704010304
original_P0_raw,episode_000002_000020,episode_000002,20,alignment,250.0302533647864,28.47315566012807,248.40371777494272,0.11387884176794645
original_P0_raw,episode_000002_000021,episode_000002,21,descent_to_grasp,246.02740497268525,25.322584158291733,244.72076072360494,0.10292586779551298
original_P0_raw,episode_000002_000022,episode_000002,22,descent_to_grasp,254.82449918262336,20.874014188385885,253.96811003615764,0.08191525640329522
original_P0_raw,episode_000002_000023,episode_000002,23,descent_to_grasp,255.22821892170106,29.598003711479763,253.5062167092535,0.11596681525470286
original_P0_raw,episode_000002_000024,episode_000002,24,descent_to_grasp,283.26037569689277,46.734420446057754,279.37847874436557,0.1649874972137531
original_P0_raw,episode_000002_000025,episode_000002,25,descent_to_grasp,328.3167416103466,131.7034760022359,300.7425431005124,0.40114760933679233
original_P0_raw,episode_000002_000026,episode_000002,26,descent_to_grasp,330.20148185098907,121.92051781483909,306.86871126322177,0.3692306804057848
