frame,episode_id,heldout_episode,planner_phase,progress,ridge,hidden_cosine_to_sensitive,hidden_pred_norm,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,action_gap_reduction,action_gap_reduction_ratio
episode_000001_000039,episode_000001,episode_000001,lift,39,0.001,0.7652555258573275,12.365763553255714,0.005560539632902408,0.003938697129220801,0.00038402717461953617,0.00390625,0.002997819595259317,0.005560539632902408,0.004315830691326338,0.003269076524334195,0.0003758578877182577,0.002792537212371826,0.0026982847668597394,0.0043611130675705115,0.00029953482839957784,0.09991756304257111
episode_000001_000040,episode_000001,episode_000001,lift,40,0.001,0.6203888365573744,15.635244677433004,0.003281137669607108,0.0032747679468331063,0.0002043509268617205,0.0,0.0024363204749320486,0.0033826607907666917,0.003911949426706351,0.002097149692639713,0.0002058275332757192,0.0032958984375,0.002816076908772637,0.004300061837966796,-0.0003797564338405882,-0.15587293943797767
episode_000001_000041,episode_000001,episode_000001,lift,41,0.001,0.6903349730755262,8.281210560606606,0.0031781563703126617,0.0031743341866841295,0.00015582164614506703,0.0,0.0021285511738053167,0.004044140895727423,0.0034066663465807836,0.002607055354486852,0.000148184701390043,0.0021878480911254883,0.0016854512052802406,0.0034066663465807836,0.0004430999685250761,0.2081697513210003
episode_000001_000042,episode_000001,episode_000001,lift,42,0.001,0.3152924272420803,8.498712815487128,0.006198710746112487,0.004801411434653443,0.00033417672966499156,0.00390625,0.0032982858734756622,0.006198710746112487,0.00484712161681318,0.004394911768445328,0.0003250730846249154,0.0020183324813842773,0.0034818750927937217,0.007240545884200006,-0.00018358921931805943,-0.055662009407509934
episode_000001_000043,episode_000001,episode_000001,lift,43,0.001,0.5396002639196122,12.035498168837359,0.009455498498125265,0.005313705674635339,0.0003685479634963777,0.0078125,0.005668335185239355,0.009455498498125265,0.004610001042484586,0.00434660635369503,0.00038733822472561045,0.0014863014221191406,0.004584752432238154,0.008390500446398271,0.001083582753001201,0.1911641985856637
episode_000001_000044,episode_000001,episode_000001,lift,44,0.001,0.38817202377923055,10.473368660065812,0.01663955360789427,0.005715430170508499,0.00026072444463163305,0.015625,0.006268481883247962,0.01663955360789427,0.008985841734223787,0.004671645805889561,0.00032151860256002555,0.007669270038604736,0.0054943967595929705,0.010787330870992434,0.0007740851236549915,0.12348845192065958
episode_000001_000045,episode_000001,episode_000001,lift,45,0.001,0.26208158915164825,10.152355956109668,0.02040115713360152,0.0058863809652595755,0.00029665629814621823,0.01953125,0.007141096362907787,0.02040115713360152,0.01184202092582357,0.005028338413513562,0.00033706099672691745,0.010716140270233154,0.006544300545686978,0.013020465176858878,0.000596795817220809,0.08357201568104865
episode_000001_000000,episode_000001,episode_000001,hold,0,0.01,0.7667445908906168,57.55863472865821,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.011423390035973131,0.0013827272707324111,0.0014782998652763354,0.011242621345445514,0.030659067060992418,0.10519134490055086,0.39132302210472697,0.9273450986471796
episode_000001_000001,episode_000001,episode_000001,hold,1,0.01,0.7570245921315432,58.9574988654892,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.010628805927993408,0.001492871804779172,0.001004160729337437,0.010475424118340015,0.028299155022782498,0.09649873157911577,0.386844386202958,0.9318328428301516
episode_000001_000002,episode_000001,episode_000001,alignment,2,0.01,0.7742880199854812,59.96923787695012,0.17066611948939214,0.003309330358428374,0.010860039681735791,0.1702880859375,0.42997138849174865,0.7211299284537991,0.009549163377126878,0.0014485463910937932,0.0014094879230317498,0.009332822635769844,0.027640820383613995,0.09745751886153248,0.40233056810813467,0.9357147449262326
episode_000001_000003,episode_000001,episode_000001,alignment,3,0.01,0.7667546900885255,59.96053667510207,0.16411498513353173,0.003044383576399605,0.010392248973840263,0.16375732421875,0.41875427705474016,0.704150545200969,0.010042129537741354,0.001449581423157044,0.0012192018230054512,0.009861877420917153,0.0254476987907852,0.08049970028547718,0.393306578263955,0.9392299967184368
episode_000001_000004,episode_000001,episode_000001,alignment,4,0.01,0.853277430562644,60.28408889114025,0.1893587814709447,0.0028903926254461665,0.009722791829124798,0.1890869140625,0.4980522157810798,0.752952457478686,0.01135579399762007,0.0014638533626316144,0.0004794944304016542,0.011250834446400404,0.02875066158091455,0.09589411596211826,0.4693015542001652,0.9422738004772737
episode_000001_000005,episode_000001,episode_000001,alignment,5,0.01,0.9160023940727674,55.81051540911592,0.23226048826897397,0.0030070916986414367,0.009276884550876769,0.2320556640625,0.5863490709185128,0.7959406918016114,0.010365649280708008,0.0017948669809176275,0.0004801134138315088,0.010197775671258569,0.052368056330968214,0.1929486168992145,0.5339810145875447,0.910687917951445
episode_000001_000006,episode_000001,episode_000001,alignment,6,0.01,0.9481617916376134,51.49076497928313,0.35455292286566814,0.00357380257392274,0.010808473170091067,0.3543701171875,0.6856069747586344,0.860928021941375,0.007289832684863206,0.0019004046966534934,0.0016653877629026837,0.006837880238890648,0.15518614582847243,0.39933725248201346,0.530420828930162,0.7736514482176831
