planner_phase,method,count,token_count_mean,token_count_p50,token_count_p90,hidden_shift_norm_mean,hidden_shift_norm_p50,hidden_shift_norm_p90,repr_gap_reduction_ratio_mean,repr_gap_reduction_ratio_p50,repr_gap_reduction_ratio_p90,gap_to_sim_chunk_mean_l2_mean,gap_to_sim_chunk_mean_l2_p50,gap_to_sim_chunk_mean_l2_p90,gap_to_sim_chunk_max_l2_mean,gap_to_sim_chunk_max_l2_p50,gap_to_sim_chunk_max_l2_p90,gap_to_sim_first_translation_l2_mean,gap_to_sim_first_translation_l2_p50,gap_to_sim_first_translation_l2_p90,gap_to_sim_first_rotation_l2_mean,gap_to_sim_first_rotation_l2_p50,gap_to_sim_first_rotation_l2_p90,gap_to_sim_first_gripper_abs_mean,gap_to_sim_first_gripper_abs_p50,gap_to_sim_first_gripper_abs_p90,action_gap_reduction_mean,action_gap_reduction_p50,action_gap_reduction_p90,action_gap_reduction_ratio_mean,action_gap_reduction_ratio_p50,action_gap_reduction_ratio_p90,improved_count,worsened_count
lift,all35_full_delta,40,35.0,35.0,35.0,262.4773455507264,261.4810434312742,282.7949821662848,1.0,1.0,1.0,0.001110227582960575,0.0011416908676331657,0.0014715563281738344,0.0016356582427897223,0.001704713334699291,0.001991901031625642,1.8630980230472614e-05,1.4145522082459822e-05,3.413617862410431e-05,5.1075334226845955e-05,4.660902764285308e-05,7.937658147855855e-05,0.0007774099707603454,0.0006886422634124756,0.0016960263252258302,0.001958610636779859,0.001673358362047861,0.003422576674064214,0.584471338039098,0.5978604004346759,0.8056560321067245,40,0
lift,bottom10,40,10.0,10.0,10.0,102.86484776114071,104.39034272063745,112.53609660912194,0.08060192384136441,0.08181014554418048,0.09472524773005299,0.003004059078200022,0.002746414387019118,0.00471351034985922,0.006296616728147827,0.0059741912931579495,0.009286843077095961,0.003128458219508713,0.003230897773097356,0.005356538885179978,0.00023606848716982423,0.00020968871248429316,0.0004014865400169041,0.004381638765335083,0.0034401416778564453,0.008902418613433839,6.477914154041186e-05,-1.2164599903982448e-05,0.00048654607172714904,0.0007858837721720413,-0.0031358425619453997,0.1728395993308565,18,22
lift,bottom5,40,5.0,5.0,5.0,72.3939017240609,72.5187967182375,79.0060558864316,0.03909726670735003,0.039651067568203704,0.04597008209465718,0.0030824280192724724,0.0027506995258222877,0.004896840020975725,0.006296616580327372,0.0059741912931579495,0.00928684328165071,0.0031284582850395286,0.0032308970904866984,0.005356539574151086,0.0002360685332108533,0.0002096887020660799,0.00040148606737169714,0.004381638765335083,0.0034401416778564453,0.008902418613433839,-1.3589799532038845e-05,-0.00010003973012671203,0.0002988470904746262,-0.02328625571878116,-0.027452243977543242,0.08111287715022192,15,25
lift,no_correction,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031831156040315798,0.0029148719683095153,0.004741039151764766,0.006319587964260331,0.005974192143231636,0.009286843077095961,0.003128458219508713,0.003230897773097356,0.005356538885179978,0.00023606848716982423,0.00020968871248429316,0.0004014865400169041,0.004381638765335083,0.0034401416778564453,0.008902418613433839,-0.00011427738429114612,-0.00012908839453378007,0.00011993272895891565,-0.06427765196927138,-0.04008825284171826,0.035981929822751745,11,29
lift,top1,40,1.0,1.0,1.0,46.9334811888486,46.05259783467049,51.68225364008156,0.016208029767198234,0.01591948955154284,0.017944619326436914,0.003077824465346849,0.0028808277980015085,0.004766553957506248,0.0058012507499571,0.005806147767666272,0.008574193073190598,0.0028922148321742468,0.0030558165304256464,0.00486721978786508,0.00020457040922869344,0.00018141754511861617,0.00036737899099637786,0.00397738516330719,0.003272145986557007,0.007764238119125368,-8.986245606415553e-06,-6.637503521579797e-05,0.0002338898292179052,-0.0362271954422493,-0.021265561268654393,0.07953419526046222,17,23
lift,top10,40,10.0,10.0,10.0,196.2750563868628,193.8747697762417,212.85716193047554,0.33726073185033917,0.3379674404178533,0.3769347429320137,0.0018248947229229193,0.0017056476088417253,0.0026540634269465796,0.0028619628874902137,0.0030175135135292477,0.00415703754125611,0.00035475950009221635,0.00035816651626758157,0.0006135981391633356,6.176954393686334e-05,5.731212902434413e-05,9.178610044007415e-05,0.0010295823216438294,0.0009345710277557373,0.0018254220485687258,0.0012439434968175146,0.00115186177253667,0.0023393554723384006,0.3659279608295819,0.3864575563973611,0.64291584193024,37,3
lift,top15,40,15.0,15.0,15.0,215.6460076348797,213.00768367675892,234.33775169600935,0.4310489055709901,0.43082131138649843,0.47005989813427523,0.0015682920922571227,0.0015113670724760742,0.002196508207060587,0.00248586187266839,0.002269531431203054,0.0037505041817428074,0.00035475950009221635,0.00035816651626758157,0.0006135981391633356,6.176954393686334e-05,5.731212902434413e-05,9.178610044007415e-05,0.0010295823216438294,0.0009345710277557373,0.0018254220485687258,0.0015005461274833112,0.001499853697935796,0.0027247905335770115,0.4384131902169594,0.4900754718755194,0.6698837867136591,39,1
lift,top2,40,2.0,2.0,2.0,67.44269478094694,66.41553461281593,74.08806475742516,0.03372618504312669,0.03393517699200113,0.03675093948960726,0.0029470269915964084,0.002868031076963728,0.004414233043017038,0.005234029350447146,0.004967947940336066,0.007738487514365372,0.002666757054294928,0.002950802412042256,0.004373369949201061,0.00019536268152872937,0.00016878675814047638,0.00036223270685923275,0.003320091962814331,0.0027975142002105713,0.006807738542556763,0.00012181122814402554,4.566034574766118e-05,0.0005690957411168768,-0.00023914068058013827,0.02115229840287798,0.16290409368793995,22,18
lift,top20,40,20.0,20.0,20.0,229.87858311026656,226.92352678611059,250.0394447724433,0.5185866620814628,0.5139542822881396,0.5576484429598733,0.001392288792752091,0.0013417927172758395,0.001897916963699707,0.0022987923641702357,0.002048405741882849,0.0036089544393721725,1.8631104127339236e-05,1.4145538576633762e-05,3.413511819967234e-05,5.1075481275113297e-05,4.660873406606055e-05,7.937709429494881e-05,0.0007774099707603454,0.0006886422634124756,0.0016960263252258302,0.0016765494269883427,0.0016082353552404319,0.0030390246460339078,0.4923729097432682,0.5635675544009158,0.7358607796744719,38,2
lift,top3,40,3.0,3.0,3.0,98.12541487348304,97.94299291074105,109.35558707503765,0.0726492213799849,0.072160107993235,0.08244154182890336,0.002800829159710105,0.002708525563399969,0.004086622834610878,0.004827386959157335,0.004232830524090256,0.00711099274337355,0.002131962391178482,0.0024205186481759755,0.0034832438131788676,0.00018886974303898612,0.00016095855969475032,0.0003516988009907449,0.0028188377618789673,0.002521514892578125,0.004943245649337769,0.0002680090600303292,0.0001783365534296391,0.0006189353376510793,0.04563453973387804,0.053258837566665315,0.20365305470347234,29,11
lift,top5,40,5.0,5.0,5.0,126.50763950984576,125.13266435360298,141.87019828627155,0.12400366847788684,0.12315368380177731,0.14012467658370836,0.0025952134057432687,0.0023837096014945845,0.00392165011646515,0.004261757766469415,0.0038605069957111143,0.00598253046377948,0.002131962391178482,0.0024205186481759755,0.0034832438131788676,0.00018886974303898612,0.00016095855969475032,0.0003516988009907449,0.0028188377618789673,0.002521514892578125,0.004943245649337769,0.00047362481399716526,0.0004866148291920783,0.0009349408573617842,0.11557226574769167,0.14597338201213345,0.31065152442231636,33,7
