feature,token_index,token_l2_mean,token_l2_std,token_cosine_mean,token_cosine_std,real_token_variance,sim_token_variance,variance_ratio_sim_over_real
vision_backbone.output,58,207.51451529154195,44.820427657958895,0.32370914778995685,0.14187598674087523,27.847021630771533,36.20524632573177,1.3001478867572764
vision_backbone.output,59,206.72356831389743,38.205288370725036,0.32154083992850047,0.11853621862444567,26.918377407880467,35.49916141998395,1.3187704772127693
vision_backbone.output,60,208.99021391388655,40.18732099516638,0.33455013006606826,0.12479981135086733,26.19204932890338,35.127988080562105,1.3411698962325092
vision_backbone.output,61,199.693516872104,35.64416614880796,0.33362290714566306,0.12184157031375731,25.61209941127995,31.41413417369717,1.226534914973113
vision_backbone.output,62,193.54900126629437,42.923761743034014,0.30718425844152103,0.13771189951288854,27.738025566516868,33.13858229759737,1.1946986716170462
vision_backbone.output,63,197.90532817270588,41.773351373444555,0.27992540657110493,0.10318035064591552,29.524818077469902,36.10654541600863,1.2229218592056688
vision_backbone.output,64,180.59193460256168,30.884539649129746,0.2535218574091934,0.08035120590588685,27.184784910907965,32.92424516596573,1.2111276684317187
vision_backbone.output,65,184.84695643034485,28.37347245240448,0.26312147183108253,0.07722813560642869,27.658468866094935,32.78899927600439,1.1854958217227527
vision_backbone.output,66,189.4036868701234,30.28426198407734,0.2680511165765909,0.08488289376664142,29.59496902972308,33.64681389251613,1.136909920693739
vision_backbone.output,67,190.9895916731868,26.23534179734087,0.26292661744741985,0.07089191363142157,29.19702521919631,34.916389693677615,1.1958886027443978
vision_backbone.output,68,186.82055597142258,30.336897066255492,0.23302699950845185,0.07836932908723086,30.33891943980273,38.63938984085144,1.2735914974664202
vision_backbone.output,69,199.7186584173594,36.540631647264874,0.2620421951378848,0.10214216696014958,30.265217771295916,40.1728927216309,1.3273617597997793
vision_backbone.output,70,219.36642464682782,43.14426444435808,0.32479060813269534,0.12842239227796712,28.791040854257982,40.238478662287264,1.397604166725924
vision_backbone.output,71,228.59343182872306,42.943566823363966,0.3623451814032363,0.13022447022508685,27.88698781124845,39.806235550806285,1.4274125201413868
vision_backbone.output,72,224.9525841605237,43.979373365198796,0.3690429388167491,0.1412146114739432,27.38775463488206,37.6677154285192,1.3753487984204518
vision_backbone.output,73,213.0774646929287,41.95101140636673,0.3362482200826792,0.13054457163637279,26.934412515315657,36.9986276391617,1.373656381705866
vision_backbone.output,74,207.75831923331504,38.44608644090695,0.32366731956905853,0.12388839316551128,26.82764098995925,35.909584112952935,1.3385293222908705
vision_backbone.output,75,216.7034973051827,42.267830882012404,0.3600481335299384,0.14388071626792723,26.099197560942557,35.25169554018253,1.350681202280973
vision_backbone.output,76,215.05357242532665,43.516375923519796,0.3497689741896195,0.13028604833307203,26.48445742287243,35.38660875256172,1.3361273817148784
vision_backbone.output,77,201.66970556043057,40.06193891404919,0.33144819404338627,0.12281718252713408,26.37512177280305,32.166595620017354,1.2195809330134064
vision_backbone.output,78,195.1537449764016,43.727563301403265,0.29844339936051223,0.12791834603147859,28.775168397202968,33.98904738224223,1.181193691486652
vision_backbone.output,79,190.7270570553144,40.00920198787321,0.2644011205028759,0.09742646928847479,29.01457987283925,35.6304247587054,1.2280179452834088
vision_backbone.output,80,179.24789073042248,32.47648290865961,0.25826514471726175,0.08714252363578577,26.373345278382622,31.623111481957388,1.1990557567938804
vision_backbone.output,81,190.6260348478562,40.01655669432854,0.29577233415360543,0.1151742978065703,26.679565193985173,31.64344066921928,1.18605533632734
vision_backbone.output,82,187.9443190513304,32.54927246888469,0.2694697638440821,0.09297114902840478,28.93809651198438,33.25905150439872,1.1493171809218643
vision_backbone.output,83,186.06550211056538,26.68910099959104,0.26941850923401983,0.08058390168790068,27.91146117204505,32.02148165590305,1.1472520717752472
vision_backbone.output,84,194.92851634828077,40.31880931502516,0.27058458930729484,0.10893919916645765,28.726608405291568,36.723136861942045,1.2783666050593525
vision_backbone.output,85,196.0279164302649,35.28268456294423,0.26168883423742534,0.09343470479963584,29.40923479732327,38.43477110330199,1.3068946325254338
vision_backbone.output,86,209.71378299469305,37.474684621026974,0.30086486270271307,0.10243473005045607,28.776970807820756,38.9467647452967,1.3534004327763394
vision_backbone.output,87,215.39520428992532,43.31620018728272,0.33298894960549996,0.12975148790225355,28.002834034974743,37.829102288856646,1.3509026351264724
vision_backbone.output,88,218.6713027699655,34.63252721746726,0.3642429710473688,0.11420842880197352,27.069588159614877,34.341484094200524,1.268637110092225
vision_backbone.output,89,214.8937053363117,29.357651981965425,0.3541834714469702,0.09536899584850185,26.779380539481295,33.58125578021825,1.2539967356865793
vision_backbone.output,90,206.08336205974913,31.396648573686967,0.33444606879052863,0.09702039403602242,25.933453716992904,32.94354344434915,1.2703106884202966
vision_backbone.output,91,199.4124530028967,32.199340029995035,0.31569724917295483,0.1003221188266594,25.850625457215575,32.72779203028934,1.2660348231982208
vision_backbone.output,92,206.12908259991414,29.199665973722386,0.3349381851779824,0.09226884213590972,25.615722703318895,32.80434250500189,1.2806331051027346
vision_backbone.output,93,194.27644034111128,31.879625297014275,0.32068066138416534,0.10292102557479216,25.709101206708247,29.83575596781192,1.160513381153399
vision_backbone.output,94,188.25879125952864,41.964198812692224,0.2904726912152216,0.12879680668944513,27.97844090902526,32.47817299945326,1.1608285502776703
vision_backbone.output,95,188.8084978439966,41.92567427623837,0.25602991958211124,0.09744168074967353,28.992339751051773,36.03882914844143,1.2430465929240508
