frame,episode_id,progress,planner_phase,direction,alpha,direction_norm,raw_gap_first_l2,raw_gap_first_translation_l2,raw_gap_first_rotation_l2,raw_gap_first_gripper_abs,raw_gap_chunk_mean_l2,raw_gap_chunk_max_l2,gap_to_sim_first_l2,gap_to_sim_first_translation_l2,gap_to_sim_first_rotation_l2,gap_to_sim_first_gripper_abs,gap_to_sim_chunk_mean_l2,gap_to_sim_chunk_max_l2,change_from_real_first_l2,change_from_real_first_translation_l2,change_from_real_first_rotation_l2,change_from_real_first_gripper_abs,change_from_real_chunk_mean_l2,change_from_real_chunk_max_l2,gap_reduction_chunk_mean_l2,gap_reduction_ratio_chunk_mean_l2,gap_to_sim_minus_raw_chunk_mean_l2
episode_000001_000000,episode_000001,0,hold,random,0.5,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1682720826532005,0.0030704059649648736,0.010489431328972777,0.16791675984859467,0.41544461358584,0.7035599872772942,0.00282324892077218,0.00010294387163236738,0.0001629451507433097,0.0028166621923446655,0.007717882735864934,0.015215167058412438,0.0065374755798793815,0.015492305829387954,-0.0065374755798793815
episode_000001_000000,episode_000001,0,hold,random,0.75,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.16896540573354668,0.003052621852831723,0.010527648948607173,0.16860948503017426,0.40997724083639736,0.700531338686119,0.0035222716142064786,0.00018926512594336108,0.00023404336369010055,0.0035093873739242554,0.013445500467845473,0.025053928565496614,0.012004848329322027,0.028448715330682016,-0.012004848329322027
episode_000001_000000,episode_000001,0,hold,random,1.0,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.16916931466601576,0.003032085762014666,0.01057622976690306,0.1688111573457718,0.40359417054344754,0.6965494886373081,0.0037349632116667176,0.00029558734864468565,0.0003010220799732232,0.0037110596895217896,0.019914763110069834,0.0366364087329505,0.018387918622271848,0.04357511632454762,-0.018387918622271848
episode_000001_000000,episode_000001,0,hold,random,1.5,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1686110787453972,0.003000019644368729,0.010703061460652004,0.16824428737163544,0.38979325349138716,0.6868822903389374,0.003219889394294482,0.00053686720228273,0.00043992312086050525,0.003144189715385437,0.033513665079926105,0.06033962563740491,0.03218883567433223,0.07628009932357849,-0.03218883567433223
episode_000001_000000,episode_000001,0,hold,orthogonal,-0.5,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1627686391807761,0.0030178456177768183,0.010837364464775455,0.1623794138431549,0.419690619071587,0.6998666840541233,0.002747353434114014,0.00010083628735520488,0.00036832393928827025,0.0027206838130950928,0.007740950688079053,0.017645616807664914,0.0022914700941323862,0.005430254394594667,-0.0022914700941323862
episode_000001_000000,episode_000001,0,hold,orthogonal,0.0,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.16472198192900817,0.003087321407456249,0.010485804572880942,0.16435889899730682,0.42201524814686986,0.7055274444796827,0.0007418792036375044,1.0911187951925351e-05,2.983700300185308e-05,0.0007411986589431763,0.000706384430413034,0.0013664614706885864,-3.315898115047178e-05,-7.857911982953782e-05,3.315898115047178e-05
episode_000001_000000,episode_000001,0,hold,orthogonal,0.25,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.16504275783282985,0.0031207355426920813,0.010343983738508348,0.16468872129917145,0.42047680572505186,0.7059363551825534,0.0004623458977379046,5.553954371728422e-05,0.0002035892459721885,0.00041137635707855225,0.004292172234189112,0.009421538267379828,0.0015052834406675264,0.003567173771862096,-0.0015052834406675264
episode_000001_000000,episode_000001,0,hold,orthogonal,0.5,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1646651845532562,0.00314985861524996,0.010236098942440186,0.16431653499603271,0.41713534296656085,0.7046670399829282,0.0008700712529815035,0.0001201185759986604,0.000358643375065076,0.0007835626602172852,0.008981050620923827,0.021402417601098612,0.004846746199158536,0.011485668049894739,-0.004846746199158536
episode_000001_000000,episode_000001,0,hold,orthogonal,0.75,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.16369380581904927,0.0031674459196510706,0.0101577837246047,0.16334763169288635,0.4121495653874323,0.7017455909697767,0.0018325553523551605,0.00019095670195327553,0.0005006572726692352,0.0017524659633636475,0.014823555197367283,0.03523746194517049,0.009832523778287083,0.02330080832986655,-0.009832523778287083
episode_000001_000000,episode_000001,0,hold,orthogonal,1.0,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1621560858646748,0.0031770216515576203,0.010077948252753315,0.16181142628192902,0.4063438462958465,0.6979872675074485,0.0033629440626142325,0.0002713407607264561,0.0006483884264562699,0.003288671374320984,0.021317624511955995,0.049841801399116134,0.015638242869872865,0.03705902044513426,-0.015638242869872865
episode_000001_000000,episode_000001,0,hold,orthogonal,1.5,238.58474731445312,0.16546320011139556,0.0030818785102542843,0.010513342467953588,0.16510009765625,0.4219820891657194,0.7041612876799314,0.1587286030409824,0.003200294961346184,0.00994417030504141,0.15838447213172913,0.3936307363990876,0.6890364239260728,0.006794516358639191,0.000456927179193232,0.000925766663438374,0.006715625524520874,0.03469294828829744,0.07956622218341404,0.02835135276663181,0.06718615195892298,-0.02835135276663181
episode_000001_000001,episode_000001,1,hold,real_to_sim,-0.5,238.0206756591797,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.46833938664068175,0.004774572074647279,0.015554099055373572,0.46805667877197266,0.6838624677109763,0.8961541482502763,0.30380053556264935,0.0016732815433203106,0.0052801385154192075,0.30375003814697266,0.2687492627179399,0.3088457373487499,-0.2687189264852357,-0.6472915986885504,0.2687189264852357
episode_000001_000001,episode_000001,1,hold,real_to_sim,0.0,238.0206756591797,0.1646573702509476,0.003108546259733557,0.01028174910391418,0.164306640625,0.41514354122574054,0.7033037919066664,0.16384114951432158,0.0031011237938145648,0.010290584308934014,0.1634882539510727,0.4142746811137255,0.7008262429074911,0.0008187339851948891,1.369671779451494e-05,1.951897469032905e-05,0.0008183866739273071,0.0010159050656980088,0.0024787510726849687,0.0008688601120150352,0.002092914921546568,-0.0008688601120150352
